peer_id,ip,tcp,udp,dialable,connect_error,crawl_error,agent_version,node_kind,fork_digest,attnets,attnets_num,subscribed_subnets,syncnets,opstack_chain_id,protocols_joined,connect_maddr,connect_duration,crawl_duration,visit_started_at,visit_ended_at,seq,enr
16Uiu2HAkxQg13zdYipuTPRAYbQwDN8eMfZCSho7QRKVCk7zc4ysX,57.129.85.212,9000,9000,True,,,teku/teku/v26.3.0/linux-x86_64/-eclipseadoptium-openjdk64bitservervm-java-21,consensus,0x8c9f62fe,0x00000000000000c0,2,62;63,,,/ipfs/ping/1.0.0;/meshsub/1.2.0;/meshsub/1.1.0;/meshsub/1.0.0,/ip4/57.129.85.212/tcp/9000,360.972452ms,1.838239426s,2026-03-30T12:02:14.197358438Z,2026-03-30T12:02:16.035597864Z,552,enr:-MK4QG_v2_SVGVw6AqEywYJ0nJzm1CFdS2nZSahhQLcnuWJeBYO_0tccXl4aDb9fv7FoFlhRyZLaa2U7tbaanOqOInuCAiiHYXR0bmV0c4gAAAAAAAAAwINjZ2MEhGV0aDKQjJ9i_gYAAAD__________4JpZIJ2NIJpcIQ5gVXUg25mZIQAAAAAiXNlY3AyNTZrMaECLFGBJ7jj253BwJI3GVloTGpySuM_e6lLO_Ci58j6N5qDdGNwgiMog3VkcIIjKA
16Uiu2HAmJuFPYSnvF9QJDa267K664iPRxJ212qd7J5BzZZBEWEiK,129.213.100.255,30303,30303,False,negotiate_security_protocol,,,execution,0x20b30a29,,0,,,,,,7.317082ms,80.653537ms,2026-03-30T12:02:15.994840634Z,2026-03-30T12:02:16.075494171Z,1772442256791,enr:-KO4QEl6yEzr8LuTaedioEcfgpGsOYTnRvnvY7M_Ws9Pjq56R0rj3nnnUvNzDHRVsWhf5-slT33-NX7TromP3cuZMeuGAZytyoWXg2V0aMfGhCCzCimAgmlkgnY0gmlwhIHVZP-Jc2VjcDI1NmsxoQNczUHiikkcs-MnSNGWHEPJWUogPlV22qaOf0zN-mo5yIRzbmFwwIN0Y3CCdl-DdWRwgnZf
16Uiu2HAkv7tMMCmoQpkJg54JGRWE1oNkgLsi8cPZatNReUtBweie,65.108.122.140,30303,30303,False,negotiate_security_protocol,,,execution,0x49b645b6,,0,,,,,,199.431256ms,2.448588235s,2026-03-30T12:02:13.648896304Z,2026-03-30T12:02:16.097484539Z,1768833016602,enr:-KO4QBWUQ5iJeHPJAJ0xRtuMN3y-Fe2vfEtFS0hcebXRuiJ1ZnhGCX318SYtiOQOT1LFsrVk9_dPlMhJcOockj0n0JqGAZvWqeMag2V0aMfGhEm2RbaAgmlkgnY0gmlwhEFseoyJc2VjcDI1NmsxoQIKTTiVec_lNtpX4sFpnWgtBT7MrCZBLRoj7KiPxL3A04RzbmFwwIN0Y3CCdl-DdWRwgnZf
16Uiu2HAmTa7kwAJTqPB6eXd6PTmwT89r9YXybsvmK2ytQ7txyxa8,64.130.45.164,30303,30303,False,negotiate_security_protocol,,,execution,0x07c9462e,,0,,,,,,17.441028ms,168.078516ms,2026-03-30T12:02:15.979879727Z,2026-03-30T12:02:16.147958243Z,1771528359566,enr:-KO4QKtcUAgm3DOt3uB-E4mDcazZPRwt8s1AwFk35mN_6Fu4Jb831iZXmd3sio0b9fgi-OcG-c7FLnstcLrFInLrhcmGAZx3UY6Og2V0aMfGhAfJRi6AgmlkgnY0gmlwhECCLaSJc2VjcDI1NmsxoQPdn8aWBwgqiBKUzlEtxxvv0IqiQquy0VH29DdvjqY-TYRzbmFwwIN0Y3CCdl-DdWRwgnZf
16Uiu2HAm1ghFPJdtyzDBZ3a8YJWXKXXzHnC8gANFHZrSSL416BjM,169.150.206.194,12805,12805,False,negotiate_security_protocol,,,execution,0xb7939785,,0,,,,,,182.155099ms,1.724452272s,2026-03-30T12:02:14.447639328Z,2026-03-30T12:02:16.1720916Z,1768205292908,enr:-KO4QK_3Vtdq1wFinN-tIvZ9kN6r2ANZb7N5o-JFwQfADVYQSfcZLIxwAOYs-_0PWCvGUwfRTTSwASFwnBBaVb_BleOGAZuxP5Vsg2V0aMfGhLeTl4WAgmlkgnY0gmlwhKmWzsKJc2VjcDI1NmsxoQJc_0SzMbdBYOHqHUHsdpHaimP9LBiYNoeGCq3ola5g6IRzbmFwwIN0Y3CCMgWDdWRwgjIF
16Uiu2HAmGhxc4rBMEPdtQZWWYSu7AzhRYKHsk4MRvaWnapaZD28J,162.19.43.7,21602,21602,True,,,teku/teku/vUNKNOWN+g9acf1ba/linux-x86_64/-eclipseadoptium-openjdk64bitservervm-java-21,consensus,0x8c9f62fe,0x0000000000006000,2,53;54,0x02,,/ipfs/ping/1.0.0;/meshsub/1.2.0;/meshsub/1.1.0;/meshsub/1.0.0,/ip4/162.19.43.7/tcp/21602,358.360151ms,1.803952474s,2026-03-30T12:02:14.368742238Z,2026-03-30T12:02:16.172694712Z,54,enr:-Mu4QHg0XB8U-sOOiagev6ZRFijwkknBwiHa4UDZwD7G8TEzWCCWr_9EtbLl8pSJqYTeeWLQMV4iPud1BU31X-1xO0c2h2F0dG5ldHOIAAAAAAAAYACDY2djgYCEZXRoMpCMn2L-BgAAAP__________gmlkgnY0gmlwhKITKweDbmZkhAAAAACJc2VjcDI1NmsxoQM8MYRNdaHD7nLW6TtJFen4px8LBHGy7VDn5tRHgDgfi4hzeW5jbmV0cwKDdGNwglRig3VkcIJUYg
16Uiu2HAmAKdV3S9y5bDkyGyeAWC2hQWoXL6LbNCAPRqs11QMGDsW,83.229.71.210,,9000,False,connection_refused,,,unknown,,,0,,,,,,143.876378ms,2.987693796s,2026-03-30T12:02:13.302390107Z,2026-03-30T12:02:16.290083903Z,1,enr:-KG4QCb8NC3gEM3I0okStV5BPX7Bg6ZXTYCzzbYyEXUPGcZtHmvQtiJH4C4F2jG7azTcb9pN3JlgpfxAnRVFzJ3-LykBgmlkgnY0gmlwhFPlR9KDaXA2kP6AAAAAAAAAAlBW__4my5iJc2VjcDI1NmsxoQLdUv9Eo9sxCt0tc_CheLOWnX59yHJtkBSOL7kpxdJ6GYN1ZHCCIyiEdWRwNoIjKA
16Uiu2HAmQJBaZoCtfwNbq37sKG2JPXeHKW3gxSPo2nmH3UCbFPHx,87.104.242.3,13000,12000,True,,,,consensus,0x8c9f62fe,0x3000000000000000,2,4;5,0x00,,,/ip4/87.104.242.3/udp/13000/quic-v1,109.530926ms,2.049289632s,2026-03-30T12:02:14.261914284Z,2026-03-30T12:02:16.311203916Z,1763239516479,enr:-Ni4QGGL68AM2BU2IXKUjOT1SOv5Fx5QJG1xJUQHX7uBQkQnUTkucZwj3bOBLvDf8zVJHWr-5wpB-GjS8cS8kYvo_lGGAZqJQ9k_h2F0dG5ldHOIMAAAAAAAAACDY2djCIRldGgykIyfYv4GAAAA__________-CaWSCdjSCaXCEV2jyA4NuZmSEAAAAAIRxdWljgjLIiXNlY3AyNTZrMaEDrPe-IMBx4BOtvCOCiwiHiRoORiaY-1GGXk_4vX-_3t-Ic3luY25ldHMAg3RjcIIyyIN1ZHCCLuA
16Uiu2HAmJXayStgrd3P99AC8uJuXSyAAPBAvjheLZ3TFYSAGxpYK,152.53.65.216,13001,12001,True,,,SSV-Node:v2.4.1-34657cf895f054b23a08e8920810d3c84f05c1cf,unknown,,,0,,,,/floodsub/1.0.0;/ipfs/id/1.0.0;/ipfs/id/push/1.0.0;/ipfs/ping/1.0.0;/libp2p/autonat/1.0.0;/libp2p/circuit/relay/0.2.0/stop;/meshsub/1.0.0;/meshsub/1.1.0;/meshsub/1.2.0;/meshsub/1.3.0;/ssv/info/0.0.1,/ip4/152.53.65.216/tcp/13001,301.564118ms,2.076199142s,2026-03-30T12:02:14.30845613Z,2026-03-30T12:02:16.384655262Z,1772901505887,enr:-NS4QIksxceFyvWddxRbq4pBBtkHNuDBZAAMJn8IoYRQTY7EXTkUKSOt1vuszassaiFDmmeokT565wWwj6M--3mn6eeGAZzJKhtfimRvbWFpbnR5cGWEAAAAAYJpZIJ2NIJpcISYNUHYj25leHRfZG9tYWludHlwZYQAAAABiXNlY3AyNTZrMaEDV0Cft1kwjGdUYs6h1yI4V_XtZu9-gtog8SRGCY7VYZyDc3N2AYdzdWJuZXRzkAAAAAAAAAgAAAAAAAAAAACDdGNwgjLJg3VkcIIu4Q
16Uiu2HAkuxErAZjJ93TsG1n4iEDWQP69N9Z8PpF6RAVnArWamqYo,157.90.93.18,16145,16145,True,,,optimism,opstack,,,0,,,11142220,/floodsub/1.0.0;/ipfs/id/1.0.0;/ipfs/id/push/1.0.0;/ipfs/ping/1.0.0;/meshsub/1.0.0;/meshsub/1.1.0;/meshsub/1.2.0;/opstack/req/payload_by_number/11142220/0,/ip4/157.90.93.18/tcp/16145,309.432643ms,2.064343179s,2026-03-30T12:02:14.390286663Z,2026-03-30T12:02:16.454629842Z,1774588209083,enr:-J-4QGtJcE113jGKjuDcJIUNn2FACu_XaHPpvQsP7mgyCyMxAUBdlNs_wrYZGQQunY_W98ARv9fFRm-r4u7zCCBEtU2GAZ0tsye7gmlkgnY0gmlwhJ1aXRKHb3BzdGFja4XMiKgFAIlzZWNwMjU2azGhAgfUlrrRRPDhazThwaLb-AJWKE95fVvK8PIaJmvF7ijEg3RjcII_EYN1ZHCCPxE
16Uiu2HAkutFWqxZ41AKDVna91GozjsHwXsTdy8yz7uZRLQUgEmCh,40.160.13.117,9222,9222,True,,,optimism,opstack,,,0,,,8453,/floodsub/1.0.0;/ipfs/id/1.0.0;/ipfs/id/push/1.0.0;/ipfs/ping/1.0.0;/meshsub/1.0.0;/meshsub/1.1.0;/meshsub/1.2.0;/opstack/req/payload_by_number/8453/0,/ip4/40.160.13.117/tcp/9222,12.922507ms,76.68488ms,2026-03-30T12:02:16.382337592Z,2026-03-30T12:02:16.459022462Z,1770517087459,enr:-J24QFdtqSBFaBno1ekVBgbdS5lCeQ6mcEftms91j0z-4CzLKPq0JJG663HO-4iljvzIHNVaJ3SL3caen-73hfnD7mWGAZw7CsTjgmlkgnY0gmlwhCigDXWHb3BzdGFja4OFQgCJc2VjcDI1NmsxoQIGzwUEaIgzPSKZ0xxiHEtpqZ5FlWIRokTkyAF5QU_9boN0Y3CCJAaDdWRwgiQG
